0,1,2,3,4,5,6,7,8,9,10,11,12,13,Total
"[0, 45, 28, 49, 53, 15, 0]","[0, 6, 33, 40, 47, 62, 27, 61, 0]","[0, 17, 0]","[0, 12, 13, 5, 20, 0]","[0, 42, 44, 50, 34, 0]","[0, 55, 0]","[0, 59, 30, 22, 18, 3, 0]","[0, 21, 8, 63, 0]","[0, 31, 57, 66, 67, 26, 19, 0]","[0, 64, 14, 32, 54, 0]","[0, 52, 4, 29, 58, 0]","[0, 39, 51, 0]","[0, 9, 16, 37, 0]","[0, 35, 69, 0]",
0,1,2,3,4,5,6,7,8,9,10,11,12,13,Total
79.45,135.749,34.784,123.78399999999999,104.567,108.483,113.666,149.85000000000002,83.71600000000001,99.233,81.566,69.166,58.384,52.183,1294.581
"[0, 49, 45, 28, 15, 53, 0]","[0, 33, 40, 6, 47, 61, 62, 27, 0]","[0, 17, 0]","[0, 13, 12, 20, 5, 0]","[0, 34, 50, 44, 42, 0]","[0, 55, 0]","[0, 22, 59, 18, 30, 3, 0]","[0, 8, 63, 21, 0]","[0, 31, 57, 66, 26, 19, 67, 0]","[0, 54, 32, 64, 14, 0]","[0, 52, 29, 58, 4, 0]","[0, 51, 39, 0]","[0, 16, 37, 9, 0]","[0, 35, 69, 0]",
0,1,2,3,4,5,6,7,8,9,10,11,12,13,Total
85.148,155.65099999999998,34.784,149.333,136.917,108.483,104.79899999999999,138.516,89.78399999999999,87.818,84.3,68.35,54.083,52.183,1350.149
"[0, 45, 49, 15, 28, 53, 0]","[0, 33, 47, 27, 62, 6, 61, 40, 0]","[0, 17, 0]","[0, 12, 5, 13, 20, 0]","[0, 42, 34, 44, 50, 0]","[0, 55, 0]","[0, 3, 30, 59, 18, 22, 0]","[0, 63, 21, 8, 0]","[0, 66, 57, 31, 67, 26, 19, 0]","[0, 14, 32, 54, 64, 0]","[0, 29, 52, 58, 4, 0]","[0, 39, 51, 0]","[0, 9, 16, 37, 0]","[0, 35, 69, 0]",
0,1,2,3,4,5,6,7,8,9,10,11,12,13,Total
83.666,146.96699999999998,34.784,152.3,109.96700000000001,108.483,91.149,148.567,82.38300000000001,88.234,86.318,68.35,58.384,52.833,1312.385
"[0, 15, 49, 45, 28, 53, 0]","[0, 33, 27, 6, 40, 61, 62, 47, 0]","[0, 17, 0]","[0, 13, 12, 5, 20, 0]","[0, 34, 42, 44, 50, 0]","[0, 55, 0]","[0, 30, 18, 22, 59, 3, 0]","[0, 21, 63, 8, 0]","[0, 19, 67, 57, 31, 66, 26, 0]","[0, 64, 14, 32, 54, 0]","[0, 58, 52, 4, 29, 0]","[0, 39, 51, 0]","[0, 16, 37, 9, 0]","[0, 69, 35, 0]",
0,1,2,3,4,5,6,7,8,9,10,11,12,13,Total
83.833,160.484,34.784,150.599,104.667,108.483,108.96600000000001,149.85000000000002,84.217,94.11699999999999,79.983,69.166,54.083,52.183,1335.415
"[0, 49, 28, 53, 45, 15, 0]","[0, 27, 6, 47, 33, 61, 40, 62, 0]","[0, 17, 0]","[0, 13, 5, 12, 20, 0]","[0, 42, 44, 50, 34, 0]","[0, 55, 0]","[0, 18, 59, 22, 30, 3, 0]","[0, 8, 63, 21, 0]","[0, 57, 19, 67, 26, 31, 66, 0]","[0, 14, 32, 64, 54, 0]","[0, 4, 52, 58, 29, 0]","[0, 51, 39, 0]","[0, 9, 16, 37, 0]","[0, 35, 69, 0]",
0,1,2,3,4,5,6,7,8,9,10,11,12,13,Total
74.70100000000001,178.817,34.784,151.833,109.96700000000001,108.483,93.2,150.666,71.683,87.818,81.566,69.166,58.384,52.833,1323.901
"[0, 28, 15, 53, 49, 45, 0]","[0, 47, 27, 6, 61, 62, 40, 33, 0]","[0, 17, 0]","[0, 20, 13, 5, 12, 0]","[0, 34, 42, 44, 50, 0]","[0, 55, 0]","[0, 22, 30, 3, 59, 18, 0]","[0, 21, 8, 63, 0]","[0, 67, 26, 31, 57, 66, 19, 0]","[0, 14, 32, 54, 64, 0]","[0, 52, 29, 58, 4, 0]","[0, 51, 39, 0]","[0, 16, 37, 9, 0]","[0, 69, 35, 0]",
0,1,2,3,4,5,6,7,8,9,10,11,12,13,Total
86.034,158.6,34.784,152.3,104.38300000000001,108.483,95.967,148.567,62.7,87.717,84.233,68.35,56.465999999999994,52.183,1300.7669999999998
"[0, 53, 15, 49, 45, 28, 0]","[0, 6, 47, 61, 62, 27, 40, 33, 0]","[0, 17, 0]","[0, 13, 12, 5, 20, 0]","[0, 34, 50, 42, 44, 0]","[0, 55, 0]","[0, 30, 22, 59, 3, 18, 0]","[0, 21, 63, 8, 0]","[0, 67, 19, 66, 57, 26, 31, 0]","[0, 54, 32, 14, 64, 0]","[0, 4, 29, 52, 58, 0]","[0, 39, 51, 0]","[0, 16, 9, 37, 0]","[0, 35, 69, 0]",
